id,sentimen,tweet
227,1,bertemu denganmu adalah takdir menjadi temanmu adalah pilihan namun jatuh cinta kepada mu adalah benarbenar di luar dugaanku
228,1,enakan nasi soto ibu kantin dee hahahafadilah9797 enakan nasi uduk pake bala bala sambel ahaha rt pujalalo gaenak dee en
229,0,sumpah ya gue komplen masalah duit yg kedebet di bca cepet dikembaliin daripada di bpn di bca cuma sehari di bpn uda bermingguminggu belum dibalikin padahal nominal yang kedebet gedean bca kemanamana thats why i cinta bca your service satisfies me always
230,1,selamat siang sahabat pos mohon maaf baru dibalas kiriman tsb sudah diterima ya sahabat terima kasih telah mempercayakan dan menggunakan layanan kami fd
231,0,ah tidakmau temenan sama orang jahat ahï½ jadi orang jahat saja ce jadi orang baek ditindas terus ckck
232,1,terima kasih sudah memberikan musik yang bagus untuk kami konten konten yang bagus untuk kami dan terima kasih sudah memberiku semangat untuk menjalani hari terlebih setelah aku down karena banyak hal
233,1,lee daehwi ku sayang sabar ya terlalu banyak yg ngehujat km bukan brrti gk yg support km aku dan teman wannable asli yg lain akan selalu mendukungmu adik manis
234,0,gak heran sih sama driver gocar yg ngeluh macet sama kayak gue ngeluh pas lagi kerja terserah deh pak saya pura2 gak denger capek juga soalnya
235,0,hahaha sekali dua kali sih aku bisa ngerti apalagi kalo deket yaudahlah ya kalo jauh dan begitu terus you might consider to fuck your phone instead of me
236,1,haha sehat wih bang arip pa kabare apik enak tuh bisa gontai gontai sedikit
237,0,masalahnya itu uang buat konsumsi buka puasa bareng anak yatim yang harus dibayarkan ke katering
238,1,wajah yang terkasih dipuja lagi pipi yang sedikit tirus diusap lagi mata yang terpejam itu dikecup lagi ia membenarkan orang bahwa cinta itu buta
239,1,empat negara tersisa di perhelatan turnamen akbar memiliki taktik kunci masingmasing jamak yang berharap juara baru di fifa world cup 2018 terutama belgia yang dianggap sebagai tim percontohan bonus demografi dan saya hanya ingin ucapkan selamat pada pep itu saja
240,1,romantis menurutku dan selalu dilakuin setiap jalankalau lagi jalan kaki dia gak ngebiarin aku di sisi luarsupaya menghindari keserempetselalu dijagain gitu
241,0,yang repot tu kalo sekedar baca tanpa dimengertinahh disitu timbul kesalahan bukan pemahaman selektif terhadap argument ndakk papa selagi nalar tetep pada jalur bukan keluar jalurkalo dah keluar jalur ituu pelanggaran celotehreceh
242,0,sama gorgeous kaya orangnya hehehe 3
243,1,baru kali ini ngerasa sukarela nyebarin kegiatan yang disukai dan bermanfaat juga tanpa diminta nyebarin pun pasti bakal disebar mulai dari sekarang mari bersepeda bersepeda bandungbersepeda bandung bandungnightride indonesiabersepeda
244,0,sebenarnya yg melanggar bawaslu itu lawan politik nya apa beliau ah sudah lah makin terjun aja tuh image beliau d masyarakat
245,1,mantap ye bahasa orang lagi falin love mah beda kak
246,1,waktu kita ngerasa hidup udah enak jadi agak jauh dr allah allah kasih kita ujian ngebuat kita ingat allah lagi pengen dekeet lagi fix keliatan allah sayang kamu dia tegur saat hambanya mulai jauh walau tau dosa hambanya udah penuh
247,1,alhamdulillah segala puji bagi allah tuhan semesta alam terimakasih masih di beri nikmat sehatrezekiumur panjang happy25 thanksfam thanksdear
248,1,semoga tuhan senantiasa menyertai setiap langkahmu dan menjadikan hubungan kita ini makin kuat dalam menghadapi segala ujian kehidupan ini i love you
249,1,bahagia dongs
250,0,situ mo ngelacur di mana n dibayar berapa bukan urusan sini sini cuman gasukak kalo situ salah gamo minta maap etapi bukan urusan situ jugak si sini mo sukak or enggak ma situ
251,1,pengen rasanya pacu fisik lagi biar tetep terjaga tapi puasa gini bikin labil persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya ayodong semangat
252,1,berasa baca novel sejenis novel dee lestari karena informasi sangat riil tapi ternyata ini kisah nyata sebuah kasus cacat hukum
253,0,back to maba lyfe jam segini baru pulang ke kos motoran sendirian jalanan gelap sepi takut tp harus berani yallah gini bgt minggu2 terakhir kuliah quat quat quatt
254,1,selamat tidur bidadariku kutitipkan pada malaikat untuk jagamu malam ini
255,0,kaya gitu terus ya netijen kalau kasus pelecehan seksual selalu aja korban yg disalahkan pdhl posisinya korban lo sederhananya aja ya ga orang yg mau jadi korban gue respect si sm caranya viavallen seenggaknya si pelaku malu dan sbg peringatan jg buat yg lain
256,0,sistem ppdb saat pilihan sekolah 3pilihan sdh benar seperti d dki dijabar knp 2pilihan tlg seragamkan diseluruh propinsi jalur prestasi buktikan dgn terdaftar dinas kependidikan hrs barkot di setiap piagam bila bohong lgs terblok
257,1,beb selamat ulang tahun yaa ayu popo crew aku nunggu 00 wib banget loh ini semogaa cepat mup on dari atta btw si clara masih ngeblock kita donk
258,1,masa keemasan bermain badminton ketika saya dan rekan saya dwi sulistyono menyabet juara di kelas double junior piala bupati 2008 dan 2010 trus semi final single junior 2007 sampe sekarang masing terngiang
259,0,pasti pada banyak yg mikir apasi bel sok2 di update lagi biar ikutan viral kan hm gapapa kok kalian semua disini nggak retweet or reply this thread cuma mau nunjukin aja kalo ya mau kita artis kek mau org biasa kek mau siapa kek ya emg berhak marah kalo dilecehin
260,0,sudahlah tak usah pajang hadist atau ayat allah untuk pembenaran karena jika kita niat baik sama sama takkan jual ayat dan hadist demi pembenaran sepihak
261,1,finally karena tujuan sudah tercapai berani buka twitt lagi tak takut spoiler lagi ohhoo
262,1,cepet sembuh sayang ku biar kita bisa main lagi sama mimi mimo biar kita bisa jalan jalan lagi i love you boo _kngdaniel96
263,0,its like a circle of stupidity atlit gak diurusin duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi belum beres bebenah eh salah satu stadion dirusak supporter karna timnya atlit main jelek what a moron
264,0,aja yang nyinyir tentang hijrah kamu hijrah cuma pengen mndapatkan yang baik dengan modal dalil yang baik akan di satukan dengan yang baik hmm bingung deh sama orang yang sepertinya gk happy melihat orang lain merubah dirinya untuk mnjadi lebih baik
265,0,orang yang niat banget bikin akun gaib cuma buat memaki dan memarahi orang lain marah kok melalui akun gaib
266,1,armyy aku mau bilang aku sayang kaliann huhuhuhu sayang bts jugaa
267,0,ï½ _ _ kondekeong jauh mbak dari kantorku fufufufu
268,0,kya kejauhan turunya gara2 gelap jadinya tidakkelihatan _
269,0,gabisa tidur males bongkarin tidur pake jeans berharap segera pagi pagi tiba lgsg naik bus pertama yg lewat depan kos dengan koper2ku sampe malang dg kudu nangis takkusangka travel agent yg sedemikian busyuuk
270,1,semangat ya buat yang lembur jam3 _
271,1,muka w mang gak indah tp at least w bs jln ke tempat yg indah myfaceismyproblemnotyours dibikinasikaja familytime qualitytime munduk bali indonesia
272,0,di dm marco simic pake katakata senonoh marah tapi aku ngedm udah lama minta kenalan aja gapernah dibalas duh mbak via vallen mah gitu orangnya huhu
273,0,bila caringbiar betul2 dengan niat ikhlasbukan dgn harapan org itu akn mlkkukan pkr yg sama trhdap kitakesudahannyasangat menyakitkan bila seperti x diharapkan
274,1,alah gr saja kamu _ barusan dapat senyumnya dari jarak meter saya lemas nanti malam ketemu lagi ya nc
275,0,baru2 pakai kacamata itu pusing ya ïï
276,1,wow jeje keren sekali ï½ïâ
277,1,lembar roti gandum dan segelas teh hangat alhamdulilah kenyang
278,1,kepoin artis masa kini wkwk alhamdulillah sehat 2 sibuk ma anak satu sibuk ma suami satu sibuk mau nikah rosa sibuk koreanan haha
279,1,enak dong enak tuh p hapy lunch late
280,0,nah ini yg nunggu anak anteng dengan kesabaran seluas samudra trus bapaknya dateng2 bikin anak nangis hmm kuingin marah melampiaskan
281,0,sat lagi telepon an dan cerita panjang lebar dan trnyta orang yang di telepon itu ketiduran rasanya tuh
282,0,oke lanjut siap bukber sama tmn kampus ke rumah tmn katanya deket tp untung w puasa jd sabar muacet poll dimana sampe rumah temen baru cuma w 1 orang
283,0,gub sebelum jauh lebih kaco dan tdk manusiawi mknya pantes dpt pengharhaan 3 tahun di penjara itu bukti
284,0,jangan kecewa dulu deh tentang stadium tour nya 1d belum semua jadwal di tampilin so semoga indonesia masuk
285,1,ga bisa dideskripsikan lah pokoknya bagaikan kasih sayang ibu ke anakanaknya pdhl gue blm punya anak blm nikah jg si pacar aja jg gada pokoknya sayang anakanakku semua
286,1,sayang haid
287,1,sayangkuu manusia ternormal disinii makasih banyak atas ucapannya makasih ya dulu mau bange gabung disini padahal oa ecek ecek pokoknya aku sayang banget i love you
288,0,ama kamu sa sudah ama kamu parah kamu ngnt memang saya apan ama adnan mu di gade ke nahloh resa ilangkan di
289,0,apa sih susahnya mengapresiasi sedikit aja sama apa yang udh dilakuin oranglain dgn ngasih hak nya tepat waktu dikira gapnya kebutuhan kali yagiliran masalah kerjaan no 1 mau lg ijinlibur ttp ae dihajar trs ketjewalah saya
290,1,aku ingin jatuh cinta padamu yang siap menerima perasaanku ini tanpa rasa paksaan dari siapapun semoga kamu juga menginginkannya dan selamat malam gadisku
291,0,gw maklumin aja omongan mommy gw dia emang ga bakal setujuin gw sampe suka demen co umurnya beda jauh yah makanya cari duda mapan berumur aja
292,0,indosat ga jelas dah operatornya
293,1,inget tebak tebakan dulu budi ikan ikan apa yang bentuknya segitiga aisyah ikan sepat budi kurang tepat ayy aisyah trus apa dong mendesak penasaran budi iikancut luu nb seketika hening 5 detik kemudian tertawa malu wkwkwkwk recehkantwitter
294,0,sudah ribuan penelitian anak bangsa terkait penanggulangan sampah tapi sangat jarang diterapkan bagibagi proyek jangan terlalu serakahlah baiknya masa depan kan untuk anak cucu dan kemanakan kita juga
295,1,manis banget sih tambah sayang kan ya ampun jimin adabyu buing buing
296,1,suka point prof suteki kita tau bahwa puncak tertinggi pancasila adalah ketuhanan yang maha esa sdgkan kita tau bahwa salah satu petinggi bpip pnh menyampaikan dlm pidatonya yg viral ttg keraguannya akan hari akhir nampol banget ilcbpip 2019gantipresiden
297,0,kunaon teh kin hihihiikinsuzanshi sia2 dc bli pls intrnetan gk trpakaitelkomsel payah
298,1,happy annyversarry yg pertama kalinya trsrah org mau blng apa aku gk pdli ini yg aku rasain slma 1blan aku cukup bhagia sm km smuanya baik aja jgn mslh yy sayang cemburu krna org lain wajarkan dan smg kita juga makin mngrti satu sama lain
299,1,dicintai adalah rezeki dicintai orang yang kita cintai adalah rezeki terindah sedikit merasa cinta dari insan itupun sudah cukup membahagiakan pastinya amat besar kan cinta pencipta insan
300,0,sudah bikin cuman buat masuk ke my indihome saya berbeda dan tak tagihan nya gimana solusinya ini akun saya penceng800gmailcom
301,0,jahat sekali ini studio sepi _ tesapun cabut studio syalala
302,0,rada kesal sama tamu yang minta di kasih discon okey gua kasih giliran mau lebaran lu pd kabur semua anjir gua harus belajar tega kayaknya
303,0,males keluar hawanya mendung macet pula
304,0,beuh krl jkt cikarang mah jangan ditanya lagi penuhnya sesak bro petugas kemana penuh sesak gitumah ga bisa jalan kesanakemari atuh petugasnya lapor gimana klo da pelecehan hajar ja ditempat ja pelakunya biikin rame dulu
305,1,sayang banget sama orang tuaku yg satu ini selalu tempat untukku di hatinya tempat curhat tempat ngadu tempat ketawa selamat beribadah haji menjadi tamu allah ya bunda sani dan ayah
306,1,thank you for your wishes guys sebagian alhamdulillah udh kesampaianterimakasih ya allah throwback nadyaandriwedding
307,0,karena mereka memegang peraturan yang kebanyakan nasabah tidak mengetahuinya kesel sih dulu pernah gagal klaim asuransi axa mandiri 2x juga garagara klausul yang menurut saya sedikit aneh
308,1,selamat menjalankan ibadah sholat isya jangan lupa bersyukur sama alaho
309,1,fahrurozi90 yuuk nasi uduk betawi tuh mantaap bangeet d
310,1,hai manis boleh kenalan wkwk
311,0,keren ya jalan kemana mana sendiri mandiri bgt keren ndasmu emang lg ngga temennya aja kalo yg mau mah sekelurahan juga ayo aja
312,0,ia sudah lama kita tidakngumpul lagi hahaha ok tapi jadwal nih kendala kita p
313,1,sudah barusan kamu sudah belum yang santai yang kamu sudah makan maf ya iya sayang
314,1,iya sayang makasih lupa uang bukunya sudah aku titipin ke ya
315,0,hari sudah sakit kepala tidakilangilang sudah tidaktahan ingin meldak kepala saya
316,1,iya d amin amin ka datenh dong sukses ya buat pensinya semangat juga junior2 aku yang jadi panitianya d oke
317,0,keinget dulu ngejar2 pak aje sampe ke annex bela2in toefl di jkt tanpa persiapan samsek ngirim hasil toefl ke bandung lagi ngumpulin berkas ini itu dll dll
318,1,thanks acaranya keren sangat ditambah monkey bots seringsering mengadakan acara ky giniï½â½
319,0,gaktau baek saya ini coyp hahahaha kapan kamu kesini lagi sombong kamu ini skrgsp
320,0,iya itu memang omongan saya saya sudah kesal sangat sama kamu sekarang sampai saya bicara kamu saya sekarang oky dongo malam malam ngomel _
321,1,wahahahah wkwkwk iya gah oke p iya us sipdrt gimana besok saja deh ya
322,0,serba salah deh pergi saja saya mah
323,0,download lama giliran di instal not working damn
324,1,pendidikan mah nomor 1 donk za haha btw gw kyknya milih nyekolahin anak negeri aja gedein pengeluarannya di jalan2 kan itu pendidikan jg buat gw krn mengalami adalah belajar jg hahaha
325,0,cuma mau nunjukkin ini kak kalo linimasa aku yg begini kamu samain sama mereka yang tergugah isuisu busuk politik da aku bisa bilang apa lagii
326,1,selamat ulang tahun sayang happy_baekho_day
327,0,woy kafir kalo bicara mending dari sby soeharto juga lebih mending dari sby udh kafir dungu lgi jaman sby gk tuh gerakn gnti presiden klo memang yg ini lebih bagus dari sby
328,1,pengamatan yang cukup baik dari hayom httptcoygalplqp2d
329,0,pak gubernur dan di sini di depan selalu macet setiap sore tolong pak di evaluasi
330,1,nah itu dia pintar kamu itu maksud gua ikut oke
331,0,bisa juga dengan sepatah awalan di depan kalimat makanya kan udah gue bilang ngotot sih dikasih tau pala batu sih et cetera
332,0,sama kasusnya jawaban copy paste tanggapan 1 terus tanggapan ke 2boleh gk kita pelanggan maaf estimasi pembayaran kapan kalau jaringan bolt sudah bener hahahaha yuk ah
333,1,belajar bilang alhamdulillah kalo dikasih masa masa yang sulit alhamdulillah allah masih sayang makanya diuji alhamdulillah diingetinnya di dunia biar di akhirat gak masuk neraka sedap betul
334,1,met buka sist selamat berbuka puasa bagi yang menjalankan nya
335,0,pelit amat siihh padahal ta ku karo ta mu kan bedo lagian kowe yowes pendadaran nek kowe jaluk ta ku yo langsung tak wenehi didepan pembimbing sok jadi pahlawan yang bantuin aku tp kenyataan nol gituin aja terus yhaa astagfirullah hal aziem sabar
336,0,saya ajukan paylater namun ditolak dengan alasan yang krg rinci apa bisa dibantu alasan lebih pastinya saya rasa foto ktp dan info yg saya berikan sudah cukup jelas kriteria seperti apa yang diinginkan traveloka
337,0,klo boleh jujur gua kadang ngerasa sebel sm itu org tau ko klo emg cinta bgt sm w1 tp gausah segitunya sungguh bnrbnr gamau kalah bgt sumpah
338,0,gimana orang ga nilai dr jilbabsyaringgak nya kadang gemez sm orang yg dikelas diem2 bae eh di grup wa bisanya dia nyeletuk mengarah ke social harassment
339,1,jangan tanya sedang apa aku hari ini karena yang kulakukan selalu sama sedang mencintaimu setiap hari
340,0,amitamit dah sma kota jakarta sekarangpenduduknya udah kelewat luber ini dmna mna macet âììâì
341,1,main disemak semak gapakek sendal sampe masuk hutan ular setan gapeduli yang penting menang btw masih inget ngga nama mereka oldmoneygakngerasain
342,0,koq ngabalin di sebut tokoh gak salah tuh hidungnya tambah gede ntar toko sorban kali ya
343,1,gue udah pernah makan semua wkwkwk fave itu cinlok gue suka ke kontrakan abangnya buat dapetin cinlok pagi2 tanpa antri sabana saat khilap makan ayam dan surabi solo kalau sore harus mampir dan ini rebutan banget
